989 177466
179 793 351
421 872 791
81 989 131
412 652 729
165 346 133
348 685 879
7 620 955
190 601 803
207 512 917
268 788 482
58 428 7
146 953 300
280 390 884
60 927 364
221 737 254
397 529 555
182 786 280
357 783 215
144 175 298
104 107 387
389 596 485
340 885 77
334 435 295
459 656 870
938 982 878
262 604 273
526 953 21
33 663 915
508 633 256
117 355 652
195 209 673
496 608 662
509 831 66
325 603 230
415 835 495
70 113 241
369 447 852
30 448 184
11 176 674
575 888 667
586 651 870
178 445 968
163 633 904
219 676 412
242 617 581
39 946 599
356 516 52
235 479 658
596 879 29
328 745 253
381 451 201
479 783 688
332 652 742
763 801 555
426 852 718
297 537 308
369 583 607
518 626 79
572 932 38
158 866 239
376 780 165
113 837 673
388 875 496
668 876 335
358 876 487
32 441 880
788 840 568
749 818 304
386 776 342
313 605 73
50 689 186
404 628 215
137 737 580
151 462 388
23 317 281
438 929 813
126 334 878
105 601 334
19 272 290
61 783 847
384 802 635
426 531 34
164 654 291
150 393 71
316 328 874
132 236 216
515 701 361
525 601 33
402 947 820
469 591 213
302 879 382
142 793 49
753 828 726
35 209 15
144 933 157
116 814 271
102 367 31
573 849 671
875 925 332
591 792 107
438 811 829
410 847 378
424 937 525
392 796 998
416 933 582
133 577 704
109 323 858
195 974 223
113 468 887
390 942 411
434 898 500
322 324 967
695 883 943
155 502 53
396 625 636
247 733 302
469 622 494
616 986 553
190 863 906
311 566 411
553 975 36
610 911 1
160 429 954
143 348 645
578 581 224
144 754 651
758 927 946
505 902 988
95 622 935
636 640 842
96 594 934
621 678 40
232 329 479
285 898 606
547 675 916
638 911 49
548 608 33
442 516 533
412 850 502
735 987 987
210 885 966
137 607 869
222 674 868
799 896 306
76 178 14
592 987 228
320 472 543
163 892 138
182 588 818
900 967 545
501 613 152
1 253 325
327 706 585
140 452 679
399 499 400
510 565 123
307 793 1
301 805 685
244 855 958
260 512 190
58 472 492
225 443 222
211 988 738
446 547 453
340 411 474
30 505 110
215 389 155
500 565 462
83 446 299
265 617 203
13 341 953
286 900 574
347 842 470
178 765 448
231 420 84
594 895 40
531 644 129
525 989 255
70 821 461
552 733 821
57 637 997
12 710 311
216 751 121
320 834 119
349 436 250
36 632 782
43 192 22
375 390 313
353 881 658
100 563 929
319 597 259
520 809 772
501 774 234
183 624 434
204 487 183
448 601 864
321 965 516
627 860 727
272 757 856
336 376 512
563 953 61
510 741 880
172 678 50
482 489 648
65 621 998
736 882 820
56 893 370
832 949 330
288 331 457
559 795 96
110 501 885
794 815 885
118 719 591
610 772 369
121 685 930
614 630 145
365 508 692
359 668 458
540 944 384
756 971 263
166 825 921
7 693 719
326 770 225
177 951 600
298 332 636
166 471 967
111 136 786
568 952 956
288 655 397
384 763 954
95 709 614
439 644 184
24 903 402
242 850 894
792 835 393
150 379 872
455 755 39
552 774 574
525 664 381
447 534 863
187 518 199
59 332 568
62 327 491
17 181 980
538 613 572
222 254 34
314 879 145
352 878 242
186 820 714
258 508 753
610 885 358
202 943 48
397 923 13
693 789 548
376 536 802
31 134 911
313 801 195
204 820 599
44 835 448
610 690 550
228 262 567
85 184 333
519 660 291
186 847 598
502 805 440
790 795 704
681 935 759
159 594 236
169 626 182
149 314 277
806 836 803
242 283 25
336 799 687
407 442 30
428 930 328
282 804 707
394 770 427
170 552 925
55 385 339
37 532 694
716 943 250
413 554 921
217 970 2
344 707 80
653 968 738
302 365 304
32 625 687
358 960 654
344 414 374
165 245 535
425 475 365
393 483 80
453 474 265
77 960 734
246 651 406
529 613 874
56 940 566
542 557 588
409 439 258
114 226 875
237 660 922
206 336 97
698 883 335
373 909 525
128 583 946
377 454 374
233 410 743
105 843 634
683 847 859
575 876 419
194 479 446
659 949 58
330 851 630
62 815 316
310 726 502
159 251 4
178 231 264
242 314 260
16 475 522
335 774 640
170 741 13
410 708 357
8 62 466
278 764 829
29 315 377
85 325 726
302 411 963
180 790 845
545 740 292
419 646 671
558 749 19
87 887 98
707 986 462
213 973 942
390 632 400
11 421 914
337 748 787
363 822 699
553 702 222
373 979 648
102 805 270
427 585 502
197 852 501
350 847 357
125 505 896
327 385 338
729 871 5
237 984 83
291 829 826
66 154 579
283 741 286
501 625 198
695 897 353
96 700 896
314 476 37
398 871 95
203 740 779
557 656 380
60 284 970
552 695 582
292 486 147
190 858 830
142 645 287
185 353 977
658 781 846
273 479 538
161 649 24
423 720 536
139 627 620
125 290 6
665 728 546
106 301 690
456 924 119
580 909 591
212 616 695
217 680 903
415 463 868
415 490 234
208 356 17
279 510 434
239 242 558
536 580 24
650 794 229
504 895 137
227 548 43
78 987 432
21 779 317
78 237 886
33 955 648
569 636 103
75 631 873
65 342 673
108 193 31
99 557 359
278 280 586
489 525 414
164 915 319
58 650 10
159 647 803
61 862 357
207 689 933
319 402 593
911 945 125
25 510 456
291 426 517
142 539 460
416 739 16
21 551 940
532 752 488
70 219 732
491 866 263
487 893 800
433 644 54
722 936 360
283 721 517
781 888 515
184 387 766
451 924 981
390 581 382
291 530 960
148 415 255
238 614 531
306 604 104
208 462 178
469 698 174
933 971 95
479 507 213
43 885 672
407 588 581
32 931 489
541 920 169
867 974 430
154 462 771
279 406 636
359 670 351
55 969 936
451 749 408
287 630 200
360 864 630
235 268 159
241 987 219
55 338 95
173 733 803
404 607 995
48 609 526
6 272 695
218 754 348
138 604 957
140 978 174
362 831 519
118 571 982
412 828 699
151 849 296
150 965 259
104 570 939
12 760 650
601 906 386
105 575 601
624 766 43
471 919 812
627 681 126
850 985 68
156 753 325
745 835 805
14 332 37
665 932 790
348 575 566
227 329 965
31 566 115
807 964 820
162 220 626
105 412 309
574 862 8
72 846 581
92 244 564
102 681 253
244 886 301
159 454 829
399 491 647
76 181 938
25 577 851
360 703 211
340 702 711
8 496 326
284 545 147
556 638 918
322 935 481
176 371 362
246 666 917
47 239 536
842 934 739
43 185 236
83 531 268
374 892 171
95 886 930
100 372 939
381 924 664
874 883 34
331 971 38
752 837 453
257 782 607
432 514 738
405 864 678
102 264 778
316 535 947
60 305 151
278 948 857
10 251 499
528 619 423
636 915 381
484 848 364
523 782 216
750 772 130
258 708 441
889 909 393
324 941 479
504 546 886
154 494 248
253 626 824
769 790 684
526 577 757
485 790 743
76 249 723
518 533 533
685 960 348
370 473 671
845 950 603
124 303 938
636 932 235
313 853 195
828 832 736
255 471 163
611 637 406
535 724 646
82 931 616
334 820 337
104 157 86
469 934 127
413 595 297
446 468 208
663 892 326
89 243 316
27 748 448
2 226 958
183 319 605
805 888 211
108 697 897
880 943 3
130 738 17
344 945 68
519 965 445
179 331 248
59 782 497
511 936 943
192 276 693
569 630 998
290 956 492
563 948 740
488 673 934
697 972 740
43 644 421
300 394 486
188 547 739
488 648 528
9 834 290
219 655 380
4 13 851
149 529 246
156 178 925
571 657 339
488 598 895
6 16 2
25 676 867
177 706 638
358 634 670
393 921 548
942 976 403
160 487 569
342 941 719
358 566 906
515 828 206
352 653 829
555 566 519
67 282 467
515 558 377
23 662 209
557 774 614
505 544 14
224 863 629
292 955 818
793 800 841
971 984 315
117 562 425
10 634 6
319 568 50
360 790 559
731 774 592
149 798 815
444 692 933
248 548 659
711 715 383
42 634 204
468 656 315
85 490 540
369 858 652
303 906 931
19 247 19
102 399 831
503 745 660
421 454 915
128 173 352
280 913 192
278 688 724
85 589 119
96 420 66
264 437 833
621 789 638
59 405 700
209 614 847
48 878 205
396 901 189
446 456 26
206 219 424
162 671 307
758 818 628
274 823 70
220 933 662
69 210 849
51 827 38
25 905 730
153 981 248
333 596 418
800 842 246
441 792 605
570 709 421
370 958 247
226 913 249
369 945 372
368 976 654
571 605 164
317 574 292
227 850 219
133 689 423
533 712 625
241 258 335
535 611 901
185 429 832
322 755 89
119 640 815
96 286 834
253 437 138
128 143 265
78 825 551
202 797 710
110 328 38
143 503 426
329 552 255
201 732 698
570 602 431
438 794 5
196 630 355
278 349 958
121 375 316
365 907 400
530 605 953
108 405 699
874 916 562
446 964 198
265 764 541
106 323 841
20 52 601
132 265 898
296 367 965
238 886 490
378 686 307
311 827 187
17 752 350
110 584 263
553 586 321
163 415 336
57 97 750
100 947 878
157 770 633
452 791 213
764 920 857
738 831 784
488 707 308
108 732 373
322 910 47
559 630 463
293 537 803
330 467 617
134 947 108
388 485 479
255 308 966
242 383 859
97 631 39
398 448 112
584 986 962
664 984 296
473 716 451
38 377 877
347 639 707
235 803 986
323 924 952
593 734 390
188 280 658
757 871 505
863 951 72
140 433 195
218 661 655
6 915 894
211 397 227
412 514 544
632 664 363
910 919 906
194 529 794
239 270 502
368 386 774
96 628 375
461 784 732
808 935 497
882 966 257
532 648 361
287 950 234
503 702 289
133 797 68
500 937 553
435 498 756
302 844 625
251 967 206
841 898 113
406 552 304
531 727 588
139 408 101
534 916 876
499 857 133
394 753 785
527 559 265
135 982 953
107 678 984
84 323 292
368 392 879
497 570 531
210 817 365
140 399 900
425 821 987
120 122 887
282 839 417
21 166 585
49 551 34
16 424 214
499 628 471
550 619 260
122 859 590
631 901 986
275 760 204
401 542 462
332 550 947
161 266 331
383 705 686
193 916 517
490 946 940
178 546 85
717 818 383
62 852 351
640 654 739
11 228 418
162 913 1
912 915 410
434 861 411
111 201 597
182 411 421
645 803 226
3 814 636
172 469 885
616 804 284
52 642 676
504 955 594
19 329 143
618 734 431
460 741 168
230 621 849
5 396 415
100 523 827
37 446 597
355 808 554
274 584 83
772 846 321
503 505 11
718 735 420
202 638 250
315 951 94
488 796 739
575 915 628
153 946 603
148 373 773
69 839 520
620 718 617
153 942 305
184 948 995
96 276 116
197 554 162
546 583 123
43 238 883
134 892 287
648 847 366
587 689 803
413 758 383
476 862 657
734 861 883
461 950 41
490 571 603
184 568 49
20 134 489
521 736 196
340 982 973
60 368 466
389 742 706
581 654 370
224 263 428
476 581 3
703 852 161
251 784 709
310 641 783
625 847 285
194 869 527
761 891 1
102 288 897
295 903 816
747 814 708
261 892 525
279 332 301
90 179 663
740 957 544
33 678 805
299 486 31
652 731 76
3 575 570
305 353 880
407 492 826
28 914 807
328 405 950
432 591 588
152 840 183
320 414 865
107 986 325
16 784 49
676 817 523
241 757 735
250 299 250
930 981 620
617 869 474
348 885 135
71 300 228
424 811 247
445 487 772
171 411 34
12 866 981
719 801 185
616 645 702
283 590 904
189 380 239
534 628 645
426 651 714
592 967 256
520 696 604
77 240 959
888 918 897
269 658 483
595 777 632
519 622 863
99 209 252
135 762 743
295 372 898
379 467 106
97 659 49
455 751 826
231 452 495
341 636 971
157 473 175
112 957 731
74 311 504
67 981 335
576 623 847
421 510 559
173 496 435
30 140 873
392 692 406
709 897 167
290 579 202
184 698 416
31 734 10
539 775 468
358 684 492
644 819 648
126 909 412
966 974 740
94 962 32
592 672 47
84 226 775
440 742 142
99 487 391
666 881 669
179 205 746
68 573 331
314 977 601
457 537 321
349 702 760
183 493 384
132 267 384
27 501 236
588 875 850
296 904 825
525 924 716
96 468 458
148 910 231
389 593 290
471 530 196
301 556 753
824 862 7
606 905 48
402 876 419
87 648 783
284 654 460
347 587 153
245 897 262
701 744 388
452 472 969
408 596 625
141 304 316
546 749 646
545 604 4
797 866 872
124 649 56
161 486 82
613 897 89
520 749 961
604 679 371
58 933 835
352 446 875
105 171 837
6 838 85
483 836 333
310 430 356
435 844 544
151 518 410
459 558 796
35 237 61
808 961 421
81 297 182
208 315 976
306 774 902
4 622 177
15 370 90
288 613 928
424 883 892
256 603 157
70 962 608
265 935 874
67 226 13
173 529 230
503 562 460
520 697 168
486 850 225
196 961 681
488 770 409
702 914 54
802 896 702
728 947 39
374 960 949
357 549 390
185 716 49
428 910 555
83 979 212
70 476 194
61 568 451
249 598 826
174 655 931
141 546 724
550 659 791
130 901 386
413 800 957
140 303 859
619 966 65
326 687 319
659 973 846
313 393 499
583 749 729
212 254 907
365 523 199
235 298 268
621 911 883
199 595 824
58 562 821
157 788 689
588 885 51
232 265 481
96 857 394
424 969 404
128 602 396
699 897 529
83 103 802
68 644 370
717 880 977
199 661 343
102 216 360
103 398 245
568 616 502
139 647 213
30 500 245
90 159 491
392 792 151
610 681 412
141 720 505
4 702 804
301 762 426
33 850 583
655 987 857
337 638 384
176 724 543
410 814 743
373 980 103
70 613 381
573 909 947
117 694 476
728 778 632
27 277 620
120 550 272
11 845 558
89 716 174
27 386 314
49 749 451
200 409 83
78 220 275
321 675 972
261 541 460
384 957 124
431 939 348
367 717 362
29 221 198
309 679 875
363 820 945
220 536 438
16 679 883
11 456 630
3 205 904
59 869 151
496 710 687
191 367 808
283 842 673
430 505 600
439 576 790
329 817 684
347 834 763
395 980 310
540 589 628
717 875 536
581 816 959
143 961 68
206 591 339
26 600 560
232 318 767
727 980 148
363 510 925
62 786 263
254 651 949
64 107 857
750 823 854
237 440 124
244 840 13
729 742 225
501 948 338
148 384 72
35 453 178
6 58 947
573 929 390
557 909 258
376 522 546
267 604 354
186 510 703
309 742 265
777 980 301
180 788 440
176 267 308
616 810 785
46 833 662
13 247 431
534 783 90
103 794 848
352 656 693
821 899 674
147 396 19
857 909 263
456 697 346
106 429 30
724 952 370
722 851 266
372 496 252
554 969 938
581 972 197
14 940 827
266 738 441
627 759 977
127 395 789
85 306 686
60 105 841
369 473 933
423 490 533
326 418 840
80 168 280
683 926 519
163 357 589
326 692 964
137 875 977
705 933 475
141 291 825
80 467 332
316 729 112
210 380 501
191 679 334
275 613 567
322 467 512
771 855 970
286 605 556
475 611 366
745 866 794
239 603 188
41 424 477
117 124 199
186 275 946
321 637 908
881 959 55
624 951 693
110 713 30
179 724 18
394 619 93
10 236 380
281 390 739
420 575 344
454 903 907
162 355 281
344 494 468
12 246 982
107 382 574
241 832 548
311 545 528
234 679 223
111 414 297
266 680 313
553 570 719
78 244 235
804 881 511
262 902 13
8 9 852
179 358 986
833 921 221
632 970 928
58 80 172
322 969 670
801 846 763
731 987 307
410 795 114
47 585 105
115 561 891
324 898 735
97 622 608
305 648 431
733 937 285
198 340 83
89 151 184
479 616 680
38 312 807
462 858 131
55 508 435
72 339 75
353 911 666
386 974 652
370 866 467
28 820 510
922 942 408
282 641 697
229 311 17
285 601 524
678 907 513
2 210 126
161 787 425
474 786 639
28 435 340
36 38 124
27 780 695
374 600 666
393 430 697
127 452 190
610 944 702
344 893 157
53 919 647
614 865 352
128 191 936
328 342 882
481 556 425
304 740 556
129 979 422
81 207 250
382 417 187
22 762 983
98 975 142
74 240 245
457 622 469
191 391 156
27 784 64
709 839 705
712 815 626
933 955 166
713 889 577
281 384 232
398 740 178
570 613 118
615 627 918
227 608 819
909 984 269
249 432 355
106 517 349
294 466 645
454 669 52
80 745 969
210 313 540
128 226 603
48 188 543
150 970 309
136 839 878
709 871 467
275 867 323
652 922 958
565 828 321
622 852 850
597 775 730
23 305 753
102 329 301
738 919 742
129 735 945
61 283 874
250 737 39
657 896 198
230 934 434
209 518 690
53 541 378
535 574 125
543 607 167
345 718 577
188 259 828
257 884 342
592 978 38
65 558 118
110 800 100
89 663 707
57 620 689
316 577 164
516 822 162
322 573 691
326 928 8
315 411 964
180 694 456
504 804 514
425 986 317
444 934 77
515 635 502
932 935 665
62 730 181
455 656 874
102 127 393
63 128 772
440 736 356
74 231 507
91 643 846
687 868 503
48 501 471
29 931 256
38 224 497
50 383 209
324 914 320
648 871 165
16 266 229
639 778 266
817 947 290
913 969 101
122 511 518
314 439 737
25 261 626
757 805 198
149 182 645
235 586 926
27 659 252
92 229 114
96 227 730
1 218 759
377 780 211
527 838 846
745 860 603
409 871 230
448 669 106
332 503 197
485 928 778
65 922 454
165 393 36
55 912 410
762 963 798
698 746 724
172 420 700
250 771 334
434 981 895
366 704 562
296 438 434
27 774 914
411 581 206
487 836 892
393 896 133
532 777 24
43 65 727
173 592 503
620 659 494
110 324 540
16 671 840
305 581 219
752 845 131
378 974 533
353 850 715
106 917 538
202 231 908
297 731 316
396 408 703
177 894 239
573 587 522
723 967 478
433 838 385
758 903 345
479 608 316
145 692 956
123 868 633
275 374 525
511 898 676
474 507 746
826 944 738
373 445 102
383 810 143
694 818 917
97 551 228
110 938 361
450 951 245
564 593 263
251 328 48
525 857 50
212 309 762
247 846 491
303 485 451
418 949 449
398 494 306
138 584 170
109 871 890
89 770 833
48 383 245
14 346 318
92 861 149
466 786 177
380 572 186
368 842 751
332 479 31
74 736 592
17 365 435
194 980 605
29 430 53
434 970 515
347 825 797
778 953 303
646 678 849
28 38 755
345 353 304
518 929 759
76 939 436
120 943 844
155 389 657
818 887 970
66 673 364
344 742 563
573 638 642
247 718 192
32 490 362
78 954 675
119 389 330
23 491 240
256 848 380
669 943 883
261 706 752
460 717 331
499 530 891
280 937 251
408 982 737
321 858 324
383 715 263
329 567 595
338 661 149
388 642 791
649 847 643
599 685 736
319 514 489
389 443 347
536 826 146
279 837 985
90 483 152
99 861 664
161 878 499
288 487 53
135 794 157
626 858 401
179 766 885
246 792 4
422 794 509
311 665 154
449 687 29
431 568 990
691 892 772
14 801 650
222 393 142
707 961 216
581 616 85
73 613 945
610 814 679
458 829 605
14 955 786
277 721 955
29 133 990
751 851 275
171 875 440
477 742 72
197 347 917
155 908 335
204 343 46
284 379 177
685 919 488
661 689 334
452 591 124
61 341 650
175 196 88
387 795 594
358 608 191
256 599 873
648 806 892
591 986 512
260 781 404
498 868 747
26 456 795
191 285 227
136 969 118
633 945 581
60 686 332
63 294 438
457 932 772
184 449 464
647 658 409
816 977 903
583 916 409
561 987 317
32 884 518
173 431 311
430 894 452
337 453 66
412 796 255
272 732 825
567 722 294
730 957 655
838 963 652
738 757 406
333 563 871
134 142 561
212 218 951
640 850 838
43 505 335
81 133 259
454 488 579
345 780 437
57 650 461
686 792 668
589 653 848
376 908 405
347 591 264
101 350 780
317 430 901
143 632 518
40 676 254
937 980 636
192 517 699
481 499 760
255 410 191
52 413 730
227 724 106
10 472 709
28 531 513
251 813 283
10 621 342
705 736 725
645 873 111
588 752 688
242 517 269
139 715 223
375 779 24
620 833 486
248 490 938
130 245 564
461 704 807
685 909 848
79 545 470
506 781 488
460 752 815
32 113 600
247 490 318
340 861 118
237 384 491
137 505 657
272 550 681
254 552 675
219 525 940
819 864 555
328 716 140
22 727 347
136 931 339
188 630 315
389 589 463
449 793 461
409 583 960
211 846 784
201 553 358
549 883 185
418 534 620
216 968 653
143 195 374
315 910 86
363 654 213
76 416 480
282 410 595
471 485 927
235 527 789
242 578 270
6 81 893
623 834 823
234 799 446
215 532 314
38 126 898
144 468 993
75 891 8
63 168 130
52 119 356
128 607 48
79 829 475
529 599 370
591 832 673
196 831 9
791 929 821
489 882 440
275 764 7
105 875 461
763 982 256
597 681 458
471 484 48
290 933 775
61 866 811
159 943 253
159 354 771
74 823 613
579 650 985
445 742 701
592 744 665
126 887 604
45 74 301
752 859 519
95 619 430
99 712 644
73 350 430
117 673 49
414 560 312
214 668 252
280 496 635
505 857 461
637 920 516
737 766 897
305 484 923
123 163 452
57 723 679
518 556 919
541 555 186
684 726 194
18 503 814
423 752 920
412 633 145
830 926 222
490 732 188
51 193 823
73 752 948
606 954 84
43 194 658
83 546 389
288 669 496
243 360 813
635 648 535
678 972 325
108 479 691
541 798 533
246 311 196
53 804 957
28 982 374
180 939 573
381 824 450
397 815 807
287 343 554
74 286 168
632 955 504
349 594 650
300 842 75
95 616 142
266 545 586
487 499 660
83 683 723
186 989 960
752 969 187
314 839 524
21 388 299
22 328 82
750 770 860
271 513 562
282 620 703
565 826 368
146 836 517
656 842 364
312 340 189
637 696 972
259 269 248
284 308 516
302 726 306
444 822 483
404 620 353
169 475 680
355 866 372
476 652 739
164 439 135
541 895 301
37 352 416
394 518 853
410 534 212
365 823 738
11 831 985
221 234 802
392 576 890
685 906 652
287 769 140
170 917 879
323 926 978
10 434 829
139 621 664
521 883 113
720 912 605
180 299 347
711 737 960
146 495 707
396 862 42
594 896 433
194 407 227
438 766 733
360 574 731
49 270 625
190 527 608
19 288 289
301 947 553
626 732 623
290 615 680
505 688 203
744 976 700
274 473 126
140 434 442
278 760 68
239 796 15
110 808 43
409 695 111
734 891 220
351 478 973
96 595 781
487 784 507
176 803 817
192 521 299
434 845 707
92 674 80
705 741 709
284 568 116
42 740 226
665 912 956
166 465 185
285 742 473
220 598 96
511 738 220
255 400 402
458 500 514
387 666 894
670 843 465
64 942 895
236 846 830
680 928 689
232 455 489
169 973 859
240 635 763
404 988 566
312 570 801
214 539 715
139 540 33
105 785 662
568 971 571
243 561 774
212 276 903
840 901 672
137 869 588
810 814 822
188 481 856
251 666 372
144 352 520
345 905 952
209 601 532
85 590 289
392 668 990
128 777 664
334 659 406
127 719 318
209 597 619
305 797 322
197 836 630
297 752 554
64 949 347
53 981 530
145 423 201
70 353 10
581 896 227
381 731 392
31 186 741
601 978 727
501 770 831
357 366 486
108 700 829
64 196 891
64 399 263
296 727 735
290 656 460
364 881 113
30 518 77
272 614 717
313 435 841
871 977 77
161 382 256
140 979 677
203 535 797
367 835 471
2 580 489
790 977 371
78 416 758
741 959 564
148 272 398
112 846 123
378 537 826
347 787 176
366 636 986
210 387 279
25 174 309
170 827 928
635 834 82
574 679 344
303 880 251
203 936 973
630 735 283
114 242 893
192 795 290
83 927 464
322 928 41
194 275 891
209 608 185
776 890 714
62 485 734
96 633 962
109 533 282
26 585 118
123 276 449
161 897 999
221 636 19
263 763 612
328 357 788
730 948 569
158 747 165
191 781 976
19 963 633
751 778 171
679 708 268
416 707 375
480 627 602
115 513 801
320 452 837
65 119 961
652 959 931
26 203 10
230 501 601
581 916 63
832 989 80
625 845 445
155 782 708
370 848 905
113 975 437
706 841 708
77 804 768
683 938 63
406 477 869
33 554 15
53 270 467
597 793 349
430 668 171
497 551 169
245 297 70
75 877 881
248 308 974
131 230 164
421 911 124
147 356 804
110 626 501
137 271 360
501 570 391
509 517 236
479 791 135
488 795 570
111 915 213
247 705 379
113 196 365
246 660 63
601 867 113
394 941 726
655 733 707
121 720 978
658 664 155
81 609 672
60 571 427
110 389 194
95 156 267
172 913 372
684 899 12
95 835 371
260 789 506
126 974 402
445 962 365
93 986 448
103 787 999
541 679 841
199 480 566
436 549 200
600 691 309
59 653 772
704 866 314
549 973 797
220 934 794
99 171 726
126 901 981
6 885 511
310 814 698
65 686 274
34 56 676
83 677 992
243 684 467
265 820 73
335 836 718
300 483 165
259 879 563
484 610 11
55 248 948
137 730 51
39 44 226
753 979 315
486 492 622
229 789 603
550 847 753
840 860 414
194 660 68
232 498 802
374 399 954
128 697 778
29 296 620
537 721 175
388 667 942
382 404 200
398 539 392
903 974 270
631 839 373
157 508 89
521 971 669
816 819 158
227 668 196
269 795 726
675 803 826
596 730 987
783 959 861
139 240 16
579 655 161
23 271 584
172 369 565
236 766 74
44 362 648
471 694 912
131 228 699
728 800 686
229 640 768
193 580 14
525 604 452
241 814 230
467 559 422
193 548 787
135 766 280
561 975 315
351 742 918
123 140 215
154 888 406
573 969 225
252 458 515
194 453 683
499 751 182
21 902 511
775 942 20
261 871 257
193 568 345
313 498 160
439 609 329
321 514 622
83 673 857
68 590 239
426 932 194
213 976 204
616 950 700
317 951 955
178 311 443
515 879 854
388 690 889
23 860 196
654 796 757
355 376 288
112 478 917
117 364 460
362 492 744
152 880 719
161 182 89
492 589 327
171 331 621
669 758 547
103 164 516
196 747 892
327 973 785
481 962 580
388 923 106
72 963 280
303 502 238
615 789 668
756 873 962
771 854 241
565 595 356
329 979 998
727 815 378
209 908 663
227 925 100
39 640 867
52 365 992
546 920 620
725 912 886
9 60 858
536 883 291
305 677 504
406 415 65
101 955 27
263 544 216
139 835 533
484 953 355
376 644 999
68 115 456
474 899 86
368 866 208
105 106 153
351 939 484
2 460 354
699 879 746
96 471 503
239 290 240
408 954 932
56 344 16
150 176 59
110 977 178
15 125 871
185 291 109
163 741 591
429 962 998
771 956 944
805 903 942
965 975 553
31 117 874
293 745 597
150 749 299
82 952 633
55 859 184
75 141 626
213 371 624
19 368 310
91 914 76
29 234 318
69 260 235
408 442 467
152 434 216
134 234 912
75 624 837
735 791 408
377 846 515
202 425 228
62 675 812
53 975 606
657 940 696
61 158 903
158 973 676
73 179 92
236 291 437
106 792 327
31 847 933
260 716 211
72 528 224
637 912 926
172 465 105
189 306 584
863 909 706
24 437 338
12 925 796
206 653 750
564 627 763
685 888 627
412 752 32
150 253 623
607 735 938
322 503 491
237 383 277
89 442 212
712 839 111
369 535 617
111 947 675
288 760 716
319 375 295
399 907 813
62 269 659
411 941 537
542 959 184
433 893 503
520 979 316
175 180 786
431 644 201
466 664 955
152 704 810
346 595 908
48 629 422
200 417 533
558 844 780
805 811 854
87 301 71
227 373 667
71 650 188
278 456 826
132 808 641
450 984 294
672 910 756
361 969 904
159 823 347
135 685 858
715 840 531
76 526 382
569 733 596
708 817 909
138 713 819
361 555 385
312 404 249
469 759 835
491 717 496
16 419 52
57 419 464
73 229 615
186 237 7
250 547 39
294 763 465
213 311 827
446 541 79
271 710 416
621 801 857
288 657 843
176 458 701
10 987 287
548 820 671
499 695 837
228 962 407
522 632 648
275 888 824
141 391 963
476 828 455
2 136 515
449 808 772
11 710 333
853 946 245
20 107 434
736 756 204
806 890 804
185 846 847
626 840 136
105 497 565
319 409 520
468 629 268
88 559 376
185 523 238
624 704 599
85 915 986
40 895 631
735 780 544
21 691 224
310 945 400
339 625 239
223 601 13
354 957 966
312 912 712
428 716 364
173 925 446
449 540 678
503 861 422
753 836 607
402 468 929
270 537 512
428 767 428
215 236 303
230 596 581
266 901 304
51 196 998
99 789 143
539 590 114
466 713 138
374 982 439
179 467 271
664 736 27
267 326 568
269 811 935
334 351 706
74 707 334
118 742 834
655 946 496
307 939 164
51 270 911
34 789 307
547 662 207
67 821 842
23 531 287
150 360 910
9 825 641
405 649 479
24 989 541
135 503 504
173 812 420
112 970 839
23 411 680
242 393 545
102 827 566
69 416 590
833 834 834
456 965 760
84 162 547
643 749 721
565 653 235
62 847 320
250 772 651
602 792 42
322 932 178
898 968 271
146 854 889
336 650 595
81 523 127
252 448 115
82 896 214
517 521 733
374 574 325
520 710 143
79 682 432
208 956 743
445 700 346
402 511 725
692 926 127
250 393 348
37 917 234
111 767 651
451 883 568
534 929 453
2 286 147
658 703 393
141 729 697
34 120 442
449 918 273
310 783 107
746 838 569
167 552 983
270 829 698
96 108 107
259 631 644
91 525 658
139 446 114
90 606 367
146 343 156
372 915 974
107 388 448
746 964 860
341 646 22
166 810 675
525 747 876
777 894 97
106 424 833
551 883 471
318 916 543
134 171 714
152 491 197
117 869 132
106 795 92
785 914 692
396 610 50
187 467 296
2 706 616
413 853 389
328 594 794
171 449 179
264 373 638
585 897 966
1 618 741
697 756 43
122 142 585
414 937 784
151 575 700
167 419 547
10 526 934
125 466 514
237 754 459
124 279 330
2 88 875
647 884 610
49 620 381
391 729 225
166 678 180
357 430 615
66 608 655
421 493 381
456 658 666
88 688 151
46 699 530
553 910 975
355 738 373
117 431 15
288 922 946
886 912 474
258 925 1000
160 391 132
268 381 920
71 936 701
74 968 892
436 632 461
181 254 869
62 279 148
446 489 557
370 510 745
191 219 217
47 442 135
213 750 843
87 495 827
299 484 418
931 943 933
322 646 481
216 431 753
329 388 197
631 704 715
11 401 327
475 745 858
527 835 505
401 970 574
535 722 624
261 714 758
4 793 20
47 203 374
417 484 975
728 929 84
88 417 148
791 910 818
49 70 350
200 729 98
91 213 64
390 985 478
382 509 636
409 787 193
7 615 838
422 783 121
529 568 271
460 945 394
42 698 553
107 836 283
199 205 912
458 733 690
569 933 446
251 529 878
721 912 676
551 768 715
1 935 773
782 910 307
508 982 415
94 326 736
175 950 129
530 729 702
120 511 878
69 129 726
481 677 942
169 683 655
694 776 374
98 312 636
343 816 41
207 792 299
479 515 796
56 946 722
175 780 507
150 775 413
7 384 306
35 341 928
293 433 531
29 890 55
14 163 122
204 242 745
